"Time","Handle/0/X","Handle/0/Y"
"39.298","107.3549","-2.422089"
"39.306","112.3525","-2.430206"
"39.314","117.3523","-3.428711"
"39.323","122.357","-4.414001"
"39.331","128.3533","-4.400146"
"39.339","133.3527","-3.402496"
"39.348","138.3534","-2.407166"
"39.356","141.3522","-1.391449"
"39.364","146.3495","-0.3964233"
"39.373","151.3425","0.5957947"
"39.381","155.3492","0.6057129"
"39.389","161.3411","1.608185"
"39.398","165.3434","2.600494"
"39.406","169.3527","2.604218"
"39.414","174.3513","2.613007"
"39.423","178.3511","2.623047"
"39.431","182.3534","2.632935"
"39.439","186.3551","2.634155"
"39.448","189.3662","2.628204"
"39.456","193.3713","1.629303"
"39.464","196.3743","0.6254578"
"39.473","199.371","-1.378326"
"39.481","201.3637","-3.387726"
"39.489","201.3745","-6.389374"
"39.498","202.3787","-9.394562"
"39.506","202.3821","-13.39001"
"39.514","201.3876","-16.38721"
"39.523","200.3861","-19.38849"
"39.531","199.3783","-23.38562"
"39.54","195.387","-25.39581"
"39.548","193.3851","-29.40106"
"39.556","190.3849","-33.40015"
"39.565","187.3818","-37.39453"
"39.573","183.3838","-40.39389"
"39.581","179.3879","-44.39096"
"39.59","175.3904","-48.38837"
"39.598","171.3864","-52.38959"
"39.606","167.3775","-56.388"
"39.615","162.3789","-59.3941"
"39.623","158.3777","-63.392"
"39.631","153.3834","-66.3945"
"39.64","149.3787","-69.4054"
"39.648","144.379","-73.40189"
"39.656","139.3829","-75.40573"
"39.665","135.3804","-77.41333"
"39.673","131.3738","-79.41516"
"39.681","125.3855","-80.42163"
"39.69","121.3886","-81.4328"
"39.698","117.3832","-83.42847"
"39.706","111.3941","-83.42758"
"39.715","107.3981","-83.43939"
"39.723","103.3986","-84.43921"
"39.731","99.39221","-84.44366"
"39.74","95.38263","-85.44006"
"39.748","89.38757","-85.43381"
"39.756","85.38452","-85.43002"
"39.765","81.37537","-85.42972"
"39.773","75.38458","-85.42505"
"39.781","71.38959","-85.41968"
"39.79","67.38965","-85.41483"
"39.798","63.38477","-85.40488"
"39.806","57.39233","-83.40912"
"39.815","53.39661","-83.40936"
"39.823","49.90112","-81.90817"
"39.831","45.92139","-81.8161"
"39.84","41.93439","-80.81924"
"39.848","37.93268","-80.73038"
"39.856","33.9209","-79.73923"
"39.865","29.91699","-79.71906"
"39.873","25.9234","-79.61328"
"39.882","21.93481","-78.62396"
"39.89","17.95117","-78.5546"
"39.898","13.96002","-77.52777"
"39.907","9.965149","-76.51523"
"39.915","5.990356","-75.52377"
"39.923","2.986389","-74.54782"
"39.932","-1.006592","-73.57397"
"39.94","-4.992432","-72.59259"
"39.948","-9.005859","-71.60406"
"39.957","-12.01324","-70.61026"
"39.965","-16.00073","-69.63672"
"39.973","-19.96527","-68.68033"
"39.982","-23.95215","-68.60501"
"39.99","-26.95667","-67.53348"
"39.998","-30.94049","-66.52191"
"40.007","-33.94391","-65.54623"
"40.015","-36.95349","-64.58798"
"40.023","-40.92493","-64.5871"
"40.032","-43.91418","-63.59851"
"40.04","-46.90131","-62.65619"
"40.048","-50.867","-62.59143"
"40.057","-53.85046","-61.54907"
"40.065","-56.82495","-60.57352"
"40.073","-58.83069","-60.50989"
"40.082","-62.79578","-59.52133"
"40.09","-65.76935","-59.45197"
"40.098","-68.74298","-58.48044"
"40.107","-71.72217","-58.44785"
"40.115","-73.73071","-57.491"
"40.123","-76.72937","-57.50452"
"40.132","-80.68555","-57.48721"
"40.14","-82.67657","-56.54742"
"40.148","-85.67578","-56.56577"
"40.157","-88.6767","-56.50967"
"40.165","-91.67371","-55.53278"
"40.173","-94.65991","-55.49347"
"40.182","-96.67572","-54.52029"
"40.19","-100.6574","-54.50476"
"40.198","-102.6758","-53.52945"
"40.207","-106.6583","-53.50403"
"40.215","-109.639","-53.42023"
"40.224","-112.6163","-52.44702"
"40.232","-114.6298","-52.41125"
"40.24","-118.6027","-52.37671"
"40.249","-121.5862","-51.41766"
"40.257","-124.5746","-51.39331"
"40.265","-127.5702","-51.32788"
"40.274","-130.5606","-50.34882"
"40.282","-133.5558","-50.33112"
"40.29","-136.5463","-49.40228"
"40.299","-139.5393","-49.44037"
"40.307","-142.5383","-49.39539"
"40.315","-145.5311","-48.45615"
"40.324","-148.5155","-48.48398"
"40.332","-151.4965","-48.46094"
"40.34","-154.4723","-47.52905"
"40.349","-157.4498","-47.5235"
"40.357","-160.4345","-47.42856"
"40.365","-163.4099","-46.40887"
"40.374","-166.3704","-45.44452"
"40.382","-168.367","-44.47931"
"40.39","-171.3535","-43.52032"
"40.399","-174.331","-42.51941"
"40.407","-176.3301","-41.45453"
"40.415","-179.3151","-39.49969"
"40.424","-181.3038","-38.46506"
"40.432","-183.2984","-36.5188"
"40.44","-185.2916","-35.46326"
"40.449","-187.2817","-33.4176"
"40.457","-189.2613","-31.36975"
"40.465","-190.2664","-29.33041"
"40.474","-192.2434","-27.29095"
"40.482","-193.2329","-25.24429"
"40.49","-194.2164","-23.15054"
"40.499","-195.2148","-20.18781"
"40.507","-196.2058","-18.13452"
"40.515","-196.2268","-15.17734"
"40.524","-197.2199","-13.15207"
"40.532","-197.2236","-11.09201"
"40.54","-198.2022","-8.113617"
"40.549","-198.1788","-5.16391"
"40.557","-198.1539","-2.233154"
"40.566","-197.1545","-0.2120667"
"40.574","-197.1361","2.727722"
"40.582","-196.1271","4.740784"
"40.591","-195.114","6.828156"
"40.599","-194.1028","9.821625"
"40.607","-192.1107","11.89026"
"40.616","-191.0897","13.97113"
"40.624","-189.0745","16.03955"
"40.632","-187.0672","17.03799"
"40.641","-184.0783","18.1246"
"40.649","-182.0569","20.11951"
"40.657","-179.0228","21.17288"
"40.666","-175.014","22.21149"
"40.674","-171.9824","23.23587"
"40.682","-168.9436","24.17676"
"40.691","-163.9201","24.23431"
"40.699","-158.8879","25.18387"
"40.707","-152.8861","25.20175"
"40.716","-146.89","25.22122"
"40.724","-141.8802","25.22852"
"40.732","-136.8508","25.15149"
"40.741","-130.8363","24.15198"
"40.749","-124.8438","23.12952"
"40.757","-119.8183","21.21622"
"40.766","-114.7935","20.19733"
"40.774","-108.8021","18.22894"
"40.782","-104.79","17.19601"
"40.791","-99.77197","15.24042"
"40.799","-94.75262","14.2547"
"40.807","-88.75629","13.28473"
"40.816","-83.75287","13.21802"
"40.824","-78.74377","12.24426"
"40.832","-73.74091","12.22128"
"40.841","-68.73108","12.14893"
"40.849","-63.71283","11.23111"
"40.857","-58.67859","11.3096"
"40.866","-52.67004","11.33707"
"40.874","-47.65753","11.35959"
"40.883","-42.64197","11.3623"
"40.891","-36.64288","11.36819"
"40.899","-31.62488","11.39902"
"40.908","-25.61584","11.44034"
"40.916","-20.5946","12.35501"
"40.924","-15.57074","12.28204"
"40.933","-10.53613","12.25937"
"40.941","-4.530823","12.25604"
"40.949","0.4942017","12.2738"
"40.958","6.498352","12.28406"
"40.966","11.52118","12.24597"
"40.974","17.52429","11.32849"
"40.983","22.52185","11.34482"
"40.991","27.52136","11.263"
"40.999","32.55078","10.28662"
"41.008","38.56738","9.374969"
"41.016","43.59668","9.315521"
"41.024","49.59308","8.25943"
"41.033","54.59888","7.201263"
"41.041","59.60583","6.147736"
"41.049","65.61224","4.203369"
"41.058","70.62268","3.180908"
"41.066","75.63452","2.119751"
"41.074","81.62378","0.1293335"
"41.083","85.65222","-0.8768311"
"41.091","90.6759","-1.906311"
"41.099","96.68103","-3.848389"
"41.108","101.7119","-4.775177"
"41.116","107.7151","-5.700317"
"41.124","110.7517","-5.663086"
"41.133","115.749","-5.675201"
"41.141","120.7457","-5.687836"
"41.149","125.7556","-5.658142"
"41.158","130.7686","-4.687775"
"41.166","136.7574","-4.680389"
"41.174","140.7807","-3.706055"
"41.183","146.7764","-3.685822"
"41.191","150.8003","-2.702301"
"41.199","156.7955","-2.668762"
"41.208","161.781","-1.693909"
"41.216","166.782","-1.669403"
"41.225","170.8055","-0.6923828"
"41.233","175.8089","-0.7123413"
"41.241","180.7939","-0.732605"
"41.25","184.7963","-0.7368164"
"41.258","188.8028","-0.7520447"
"41.266","192.827","-1.697784"
"41.275","195.8446","-1.716064"
"41.283","198.8235","-2.739838"
"41.291","200.8284","-4.692078"
"41.3","201.8317","-5.693604"
"41.308","202.8022","-7.734344"
"41.316","202.8151","-10.71204"
"41.325","202.7921","-13.70981"
"41.333","200.8161","-15.7345"
"41.341","199.8461","-19.69635"
"41.35","198.843","-22.68399"
"41.358","196.8229","-25.70383"
"41.366","194.8056","-29.68835"
"41.375","191.8035","-32.6929"
"41.383","188.819","-35.71915"
"41.391","186.8047","-39.72052"
"41.4","183.7901","-43.702"
"41.408","180.7691","-47.68423"
"41.416","176.7951","-51.64807"
"41.425","173.8059","-55.61151"
"41.433","170.791","-58.61914"
"41.441","166.8132","-61.65866"
"41.45","163.8093","-65.67096"
"41.458","159.8297","-69.64676"
"41.466","156.81","-72.66516"
"41.475","152.8015","-75.68323"
"41.483","148.805","-78.68152"
"41.491","144.8314","-80.73077"
"41.5","140.8644","-82.78424"
"41.508","136.9022","-84.83655"
"41.516","133.8956","-86.88193"
"41.525","129.8929","-88.8801"
"41.533","125.8912","-89.91867"
"41.542","121.8976","-90.99429"
"41.55","117.9042","-92.07242"
"41.558","113.9065","-92.14661"
"41.567","108.9407","-93.21237"
"41.575","104.9484","-94.21469"
"41.583","100.9509","-94.28989"
"41.592","96.95898","-95.26257"
"41.6","92.96173","-95.25607"
"41.608","87.98962","-95.23929"
"41.617","83.99805","-94.30521"
"41.625","79.99243","-94.31839"
"41.633","75.99176","-94.31403"
"41.642","71.04132","-93.35327"
"41.65","70.03015","-95.36929"
"41.658","66.03302","-95.34119"
"41.667","58.0528","-92.36414"
"41.675","58.04449","-94.37408"
"41.683","53.03156","-93.40259"
"41.692","48.02435","-92.42282"
"41.7","45.01752","-92.43622"
"41.708","40.02142","-91.43481"
"41.717","38.01465","-91.42163"
"41.725","34.01105","-90.40344"
"41.733","28.01758","-88.40851"
"41.742","25.00946","-87.43051"
"41.75","20.99823","-86.41949"
"41.758","17.99561","-85.38818"
"41.767","12.98975","-83.41669"
"41.775","10.96979","-83.36292"
"41.783","7.950378","-82.31946"
"41.792","3.955811","-81.25293"
"41.8","0.9223633","-80.20428"
"41.808","-3.090149","-79.13593"
"41.817","-8.066406","-77.13242"
"41.825","-11.08038","-76.13217"
"41.833","-15.06946","-75.07458"
"41.842","-18.08734","-74.03665"
"41.85","-22.06616","-72.93274"
"41.858","-26.04651","-71.93546"
"41.867","-29.06714","-70.92783"
"41.875","-33.05811","-69.87747"
"41.884","-36.07477","-68.83902"
"41.892","-40.05408","-67.785"
"41.9","-43.05109","-66.80441"
"41.909","-46.04889","-66.73907"
"41.917","-49.06738","-65.74106"
"41.925","-52.08459","-65.69025"
"41.934","-56.07477","-64.6792"
"41.942","-59.04089","-64.61172"
"41.95","-62.03033","-63.62671"
"41.959","-64.99524","-63.56662"
"41.967","-68.99335","-62.59039"
"41.975","-71.9668","-62.53616"
"41.984","-74.95337","-61.51529"
"41.992","-77.94934","-60.54465"
"42","-79.95538","-60.51407"
"42.009","-83.92242","-59.46799"
"42.017","-85.94946","-58.50708"
"42.025","-89.94348","-57.54749"
"42.034","-91.94934","-57.52942"
"42.042","-95.91425","-56.51825"
"42.05","-97.90161","-56.47241"
"42.059","-100.9051","-55.48444"
"42.067","-103.884","-55.42511"
"42.075","-106.8818","-54.43164"
"42.084","-109.8552","-54.36667"
"42.092","-112.843","-53.34915"
"42.1","-115.8403","-52.38824"
"42.109","-117.8638","-52.40009"
"42.117","-121.8552","-51.42822"
"42.125","-123.8751","-51.42871"
"42.134","-127.8562","-50.4567"
"42.142","-129.859","-50.46057"
"42.15","-132.8358","-50.41571"
"42.159","-135.8394","-49.44403"
"42.167","-138.8142","-49.39691"
"42.175","-141.8132","-48.42447"
"42.184","-143.8345","-48.42554"
"42.192","-147.8027","-47.40891"
"42.2","-149.795","-47.36694"
"42.209","-152.795","-46.36182"
"42.217","-155.7938","-45.37558"
"42.226","-158.7921","-44.39786"
"42.234","-161.786","-43.42252"
"42.242","-163.8076","-42.47275"
"42.251","-166.8106","-41.48813"
"42.259","-168.8269","-40.51068"
"42.267","-171.8025","-39.46463"
"42.276","-174.7738","-37.44421"
"42.284","-177.7358","-35.44547"
"42.292","-178.731","-34.43982"
"42.301","-180.7401","-32.4425"
"42.309","-182.7448","-30.44971"
"42.317","-184.7477","-28.44083"
"42.326","-187.7144","-25.42926"
"42.334","-188.7003","-23.41205"
"42.342","-190.6789","-20.42163"
"42.351","-191.6515","-18.41925"
"42.359","-191.6628","-16.41736"
"42.367","-193.6282","-13.38678"
"42.376","-193.6015","-11.33548"
"42.384","-196.6216","-4.333191"
"42.392","-196.633","-1.371704"
"42.401","-196.6412","0.6752625"
"42.409","-196.6436","3.704529"
"42.417","-196.6162","6.688995"
"42.426","-195.6232","9.653259"
"42.434","-194.6368","11.70676"
"42.442","-194.587","14.68506"
"42.451","-192.6049","16.70667"
"42.459","-191.6065","18.77716"
"42.467","-190.5774","21.72879"
"42.476","-188.5494","23.68509"
"42.484","-186.5274","25.62793"
"42.492","-184.5014","26.67072"
"42.501","-182.4514","28.62955"
"42.509","-179.4293","29.67786"
"42.517","-176.397","30.73224"
"42.526","-172.3976","31.77975"
"42.534","-169.3619","32.76605"
"42.542","-165.3267","32.85165"
"42.551","-161.2994","33.83395"
"42.559","-156.295","33.8764"
"42.568","-151.2879","33.93848"
"42.576","-146.257","34.00037"
"42.584","-140.253","33.00589"
"42.593","-134.2655","32.96387"
"42.601","-130.2579","32.96103"
"42.609","-125.2328","31.96521"
"42.618","-120.1844","30.95419"
"42.626","-114.1445","29.89404"
"42.634","-108.1245","27.91818"
"42.643","-102.1113","25.99597"
"42.651","-98.0636","25.03802"
"42.659","-92.04633","23.00101"
"42.668","-86.0293","21.02853"
"42.676","-79.99988","19.12195"
"42.684","-74.99799","18.16171"
"42.693","-69.98041","17.20779"
"42.701","-64.96759","17.15875"
"42.709","-59.95074","16.1604"
"42.718","-53.93488","15.23187"
"42.726","-48.89917","15.23346"
"42.734","-42.8783","15.20456"
"42.743","-36.88135","15.1745"
"42.751","-32.83667","14.26007"
"42.759","-26.82629","15.20276"
"42.768","-20.83307","14.27118"
"42.776","-15.81775","14.34909"
"42.784","-10.78174","14.43427"
"42.793","-4.782898","15.38452"
"42.801","-0.7460938","15.33463"
"42.809","5.253906","15.29504"
"42.818","9.300476","15.2699"
"42.826","15.31854","15.23752"
"42.834","21.31079","15.18286"
"42.843","25.34009","15.12213"
"42.851","31.3288","14.14285"
"42.859","35.3512","14.10178"
"42.868","41.3421","13.1312"
"42.876","46.34631","13.06976"
"42.885","51.38171","12.0415"
"42.893","57.39386","11.01727"
"42.901","62.4231","10.03564"
"42.91","67.42609","10.04517"
"42.918","73.42352","9.029663"
"42.926","79.41632","7.974701"
"42.935","85.4234","7.042389"
"42.943","91.42462","5.099548"
"42.951","97.41284","4.145996"
"42.96","101.4261","4.069855"
"42.968","107.4354","3.03241"
"42.976","113.4537","2.071136"
"42.985","119.4448","2.038757"
"42.993","124.4501","2.01236"
"43.001","129.4644","2.006439"
"43.01","135.4609","2.034851"
"43.018","139.4781","2.983215"
"43.026","145.4862","4.002045"
"43.035","150.4974","3.991486"
"43.043","155.5059","5.953796"
"43.051","161.4975","5.986145"
"43.06","165.5029","7.008057"
"43.068","170.5066","7.010345"
"43.076","175.5053","7.986572"
"43.085","180.5096","9.018097"
"43.093","184.5097","8.977692"
"43.101","187.5471","9.955017"
"43.11","191.5819","9.003662"
"43.118","195.5864","7.064148"
"43.126","197.6104","7.017761"
"43.135","199.649","5.039948"
"43.143","201.6238","3.026123"
"43.151","202.5986","0.04541016"
"43.16","201.61","-1.997803"
"43.168","201.6069","-5.969269"
"43.176","200.5969","-8.98349"
"43.185","199.5966","-12.94629"
"43.193","197.6085","-14.98563"
"43.201","196.6255","-18.95108"
"43.21","195.6046","-21.93295"
"43.218","193.5938","-24.9212"
"43.227","191.5782","-27.9454"
"43.235","189.5645","-31.9151"
"43.243","186.5704","-34.90924"
"43.252","184.5675","-37.9256"
"43.26","181.589","-40.93677"
"43.268","179.5927","-43.96918"
"43.277","177.58","-47.94305"
"43.285","173.6093","-50.93259"
"43.293","170.6348","-53.96552"
"43.302","167.6583","-56.97836"
"43.31","165.6493","-59.98761"
"43.318","161.675","-62.94296"
"43.327","158.6796","-64.98886"
"43.335","155.6735","-67.99823"
"43.343","151.6882","-70.92935"
"43.352","147.7173","-72.01712"
"43.36","144.7293","-73.09576"
"43.368","141.7238","-75.12598"
"43.377","137.7328","-77.13654"
"43.385","133.7466","-79.0697"
"43.393","129.7602","-80.08728"
"43.402","125.7847","-81.14917"
"43.41","122.7874","-82.19904"
"43.418","118.7893","-83.2186"
"43.427","113.832","-84.16992"
"43.435","110.8289","-84.2373"
"43.443","105.8625","-85.20648"
"43.452","101.886","-85.2135"
"43.46","97.9184","-85.28302"
"43.468","94.91565","-85.36475"
"43.477","89.94189","-86.27786"
"43.485","85.95947","-86.20239"
"43.493","81.97357","-86.12503"
"43.502","77.9848","-86.03918"
"43.51","74.01038","-85.12393"
"43.518","69.04962","-85.15033"
"43.527","65.07922","-85.08212"
"43.535","61.10107","-84.11426"
"43.544","57.1153","-84.0592"
"43.552","53.13013","-83.05832"
"43.56","49.14838","-82.13034"
"43.569","45.16986","-82.06296"
"43.577","41.19452","-81.06326"
"43.585","37.22357","-80.0705"
"43.594","33.25342","-79.07956"
"43.602","30.24866","-78.11313"
"43.61","27.23474","-77.13885"
"43.619","23.23016","-76.20892"
"43.627","19.23352","-75.27832"
"43.635","15.23566","-74.34494"
"43.644","11.23749","-73.40121"
"43.652","7.254822","-72.46268"
"43.66","4.255737","-71.51578"
"43.669","1.242493","-70.54037"
"43.677","-2.763428","-69.57352"
"43.685","-6.764954","-68.58618"
"43.694","-10.74084","-67.60498"
"43.702","-14.70764","-66.63226"
"43.71","-17.72327","-65.63254"
"43.719","-20.74408","-64.65933"
"43.727","-24.73602","-63.69989"
"43.735","-28.68414","-63.67575"
"43.744","-30.70959","-62.66241"
"43.752","-34.68567","-61.70853"
"43.76","-37.67133","-61.68988"
"43.769","-40.64746","-60.73349"
"43.777","-43.63568","-60.7084"
"43.785","-46.61505","-59.74585"
"43.794","-49.61346","-59.7059"
"43.802","-52.59851","-58.73959"
"43.81","-55.58514","-58.71664"
"43.819","-57.60138","-57.74976"
"43.827","-60.61731","-57.7301"
"43.835","-63.61334","-56.80029"
"43.844","-66.61017","-56.81812"
"43.852","-69.62158","-56.78287"
"43.86","-72.59503","-55.83554"
"43.869","-74.62769","-55.82681"
"43.877","-78.59082","-55.77927"
"43.886","-80.61377","-54.78946"
"43.894","-84.57104","-54.74573"
"43.902","-86.57739","-53.75693"
"43.911","-89.58698","-53.70007"
"43.919","-92.56641","-52.73276"
"43.927","-95.55841","-52.69016"
"43.936","-98.53204","-51.71472"
"43.944","-101.5228","-51.65182"
"43.952","-104.502","-50.65906"
"43.961","-107.4882","-50.58817"
"43.969","-110.4423","-49.59308"
"43.977","-112.4492","-48.64349"
"43.986","-116.4037","-48.64874"
"43.994","-118.4158","-47.68768"
"44.002","-122.3901","-47.64645"
"44.011","-124.4175","-46.6467"
"44.019","-128.3877","-46.56296"
"44.027","-130.4081","-45.53177"
"44.036","-134.3643","-44.55823"
"44.044","-137.3491","-44.48694"
"44.052","-140.3355","-43.43631"
"44.061","-142.3638","-42.43277"
"44.069","-146.3221","-41.48328"
"44.077","-148.3558","-41.43015"
"44.086","-152.3179","-40.43021"
"44.094","-154.3451","-39.42914"
"44.102","-158.3058","-38.47986"
"44.111","-160.32","-37.5181"
"44.119","-163.3238","-36.57068"
"44.127","-166.3229","-35.62369"
"44.136","-169.3089","-34.67419"
"44.144","-172.2878","-33.71948"
"44.152","-174.3133","-32.70859"
"44.161","-177.313","-31.70203"
"44.169","-180.2576","-30.67252"
"44.177","-182.2202","-28.72845"
"44.186","-184.192","-27.74274"
"44.194","-186.168","-26.67978"
"44.202","-188.1373","-24.64563"
"44.211","-189.1419","-22.64642"
"44.219","-191.1281","-20.68735"
"44.228","-192.1451","-18.72809"
"44.236","-194.1285","-16.78247"
"44.244","-195.1388","-14.82178"
"44.253","-196.1525","-12.84961"
"44.261","-197.1567","-10.87506"
"44.269","-198.1523","-8.893555"
"44.278","-198.1738","-6.89743"
"44.286","-199.179","-4.860962"
"44.294","-200.1377","-1.908783"
"44.303","-200.1094","0.05700684"
"44.311","-200.0785","2.030487"
"44.319","-200.0392","4.064178"
"44.328","-199.0406","6.125366"
"44.336","-198.0567","9.091187"
"44.344","-198.0266","11.08289"
"44.353","-197.0079","13.07712"
"44.361","-195.9802","15.0575"
"44.369","-194.985","16.99887"
"44.378","-193.9667","19.01508"
"44.386","-191.951","19.99741"
"44.394","-189.9277","22.06561"
"44.403","-186.9203","23.05524"
"44.411","-183.9253","24.09769"
"44.419","-180.9399","25.15826"
"44.428","-177.9385","26.21213"
"44.436","-174.8918","27.25208"
"44.444","-169.8786","28.26642"
"44.453","-164.8804","29.23746"
"44.461","-160.852","29.2724"
"44.469","-155.8375","29.36734"
"44.478","-150.8109","30.31766"
"44.486","-144.8079","30.27744"
"44.494","-138.8254","29.32178"
"44.503","-133.8364","29.27243"
"44.511","-128.8421","28.22943"
"44.519","-124.8164","27.22696"
"44.528","-118.8398","26.24048"
"44.536","-114.8157","25.25977"
"44.544","-108.8274","24.28311"
"44.553","-104.7922","23.3092"
"44.561","-98.80243","23.25952"
"44.57","-94.76666","22.23309"
"44.578","-88.77618","21.25708"
"44.586","-83.77551","20.29916"
"44.595","-78.74384","20.25247"
"44.603","-72.73462","19.25531"
"44.611","-66.73553","19.19913"
"44.62","-62.70117","18.2019"
"44.628","-56.69647","17.29926"
"44.636","-50.70673","17.35736"
"44.645","-45.70123","17.39185"
"44.653","-40.66992","17.38348"
"44.661","-34.66132","17.38345"
"44.67","-29.65125","17.37888"
"44.678","-24.63574","17.37662"
"44.686","-18.64313","17.41013"
"44.695","-13.63184","17.45261"
"44.703","-8.593323","17.50583"
"44.711","-2.577881","17.55414"
"44.72","3.416077","17.57288"
"44.728","7.447327","17.53329"
"44.736","13.46515","16.61536"
"44.745","19.46204","16.61243"
"44.753","25.46533","15.67404"
"44.761","29.50543","15.66513"
"44.77","35.49902","14.69064"
"44.778","40.508","13.72162"
"44.786","45.53534","12.74985"
"44.795","51.54761","11.71597"
"44.803","57.56384","9.757599"
"44.811","63.55627","8.704071"
"44.82","69.54041","6.683105"
"44.828","73.55725","5.624969"
"44.836","79.56323","3.576202"
"44.845","85.5697","1.539764"
"44.853","91.57739","-0.4390869"
"44.861","97.56946","-1.494629"
"44.87","103.5623","-3.440613"
"44.878","108.5669","-4.376953"
"44.887","113.5687","-4.412933"
"44.895","119.5659","-5.38028"
"44.903","125.5501","-5.372742"
"44.912","130.5457","-5.355408"
"44.92","135.5419","-5.297119"
"44.928","139.5621","-4.295898"
"44.937","145.5616","-4.225098"
"44.945","149.584","-3.187286"
"44.953","155.5702","-2.17981"
"44.962","159.5901","-1.180481"
"44.97","164.5898","-0.2272644"
"44.978","169.5787","-0.2220764"
"44.987","173.586","-0.1463623"
"44.995","177.5964","0.8356628"
"45.003","181.6243","0.8489075"
"45.012","185.6498","0.8509521"
"45.02","189.6752","-0.06936646"
"45.028","193.6604","-0.07702637"
"45.037","195.6795","-0.124054"
"45.045","199.6852","-2.052216"
"45.053","201.6975","-2.98587"
"45.062","203.6757","-5.008759"
"45.07","204.6608","-6.0242"
"45.078","205.6362","-8.988342"
"45.087","204.6519","-11.99811"
"45.095","204.6412","-15.0238"
"45.103","203.6304","-17.05545"
"45.112","201.656","-20.07819"
"45.12","200.6527","-23.08743"
"45.128","198.6495","-26.08209"
"45.137","195.6838","-28.12857"
"45.145","193.7051","-32.06857"
"45.153","190.7152","-34.10699"
"45.162","187.7228","-37.1391"
"45.17","183.7648","-40.15973"
"45.178","181.7453","-43.18976"
"45.187","177.7535","-46.20752"
"45.195","173.7821","-49.22739"
"45.203","169.8071","-52.26776"
"45.212","165.8284","-55.30722"
"45.22","161.8528","-58.30722"
"45.229","157.8754","-60.37491"
"45.237","153.9003","-63.36414"
"45.245","149.9086","-65.42136"
"45.254","145.9124","-68.36618"
"45.262","140.9216","-70.34372"
"45.27","135.9511","-72.3241"
"45.279","131.9702","-74.2655"
"45.287","127.9846","-75.31259"
"45.295","123.9792","-77.24893"
"45.304","118.9884","-78.21884"
"45.312","114.0195","-79.19971"
"45.32","109.0296","-80.17102"
"45.329","105.0363","-81.11252"
"45.337","101.0327","-81.15814"
"45.345","97.01819","-82.10428"
"45.354","92.02686","-82.17575"
"45.362","87.05743","-83.16321"
"45.37","83.06927","-83.22928"
"45.379","79.0683","-84.18655"
"45.387","75.06787","-84.16968"
"45.395","71.06207","-84.19519"
"45.404","67.04785","-84.23657"
"45.412","63.02747","-84.27518"
"45.42","59.00226","-84.2955"
"45.429","54.98761","-84.29807"
"45.437","51.97278","-84.2402"
"45.445","47.97083","-83.29483"
"45.454","43.97418","-83.26575"
"45.462","39.97943","-82.32217"
"45.47","35.99188","-82.26517"
"45.479","32.98187","-81.28296"
"45.487","29.95984","-80.36377"
"45.495","25.93884","-80.35321"
"45.504","21.93628","-79.43552"
"45.512","17.93719","-79.43765"
"45.52","13.96588","-78.51627"
"45.529","10.95782","-78.49292"
"45.537","7.93042","-77.4761"
"45.546","3.931335","-76.4798"
"45.554","-0.02746582","-75.51312"
"45.562","-3.022888","-74.54126"
"45.571","-6.048462","-73.52682"
"45.579","-10.00244","-72.54657"
"45.587","-12.98169","-71.56238"
"45.596","-16.9834","-70.57928"
"45.604","-20.95422","-69.62708"
"45.612","-23.95508","-68.66205"
"45.621","-26.96448","-67.72861"
"45.629","-30.96643","-67.69296"
"45.637","-33.97144","-66.68848"
"45.646","-36.98029","-65.68518"
"45.654","-40.95343","-64.72568"
"45.662","-43.95374","-63.75677"
"45.671","-46.97412","-63.6951"
"45.679","-49.98773","-62.68967"
"45.687","-52.99084","-61.72858"
"45.696","-56.94861","-61.73083"
"45.704","-58.95947","-60.76544"
"45.712","-62.95447","-60.74576"
"45.721","-64.98438","-59.76691"
"45.729","-68.97614","-59.74948"
"45.737","-70.99805","-58.77866"
"45.746","-74.9823","-58.76025"
"45.754","-77.01245","-57.78464"
"45.762","-80.01721","-57.75372"
"45.771","-83.02179","-56.76804"
"45.779","-86.03931","-56.70432"
"45.787","-89.03741","-55.71893"
"45.796","-92.04504","-55.66562"
"45.804","-95.05267","-54.67801"
"45.812","-99.03217","-54.64307"
"45.821","-101.9972","-53.66876"
"45.829","-105.9763","-53.61902"
"45.837","-108.9357","-52.62686"
"45.846","-110.9429","-51.67206"
"45.854","-114.9216","-51.63535"
"45.862","-117.9173","-50.64627"
"45.871","-120.9127","-49.68384"
"45.879","-123.9198","-49.65063"
"45.888","-126.9087","-48.67371"
"45.896","-129.9117","-48.62045"
"45.904","-132.9158","-47.61703"
"45.913","-136.8717","-47.56976"
"45.921","-138.8932","-46.53958"
"45.929","-141.903","-45.57947"
"45.938","-144.9232","-45.53091"
"45.946","-147.932","-44.5397"
"45.954","-150.9433","-43.56403"
"45.963","-154.9164","-42.61584"
"45.971","-156.9268","-41.67859"
"45.979","-160.8982","-41.64606"
"45.988","-162.8986","-40.60321"
"45.996","-164.9273","-39.54031"
"46.004","-168.9025","-38.49255"
"46.013","-170.8948","-36.51068"
"46.021","-173.881","-35.50314"
"46.029","-175.8797","-33.55383"
"46.038","-177.8932","-32.55103"
"46.046","-180.8567","-31.49609"
"46.054","-182.8387","-29.45532"
"46.063","-184.8227","-27.42172"
